Id,quote,author,tags
1636,"“When people don't express themselves, they die one piece at a time.”","Laurie Halse Anderson,",inspirational
1637,“A good traveler has no fixed plans and is not intent on arriving.”,Lao Tzu,life
1701,“Today was good. Today was fun. Tomorrow is another one.”,Dr. Seuss,humor
1710,"“Yes, frosting. The final defense of the dying.”","Suzanne Collins,",humor
1736,"“It's like Tolstoy said. Happiness is an allegory, unhappiness a story.”","Haruki Murakami,",happiness
1748,“The library is inhabited by spirits that come out of the pages at night.”,Isabel Allende,books
1766,“Wisdom comes from experience. Experience is often a result of lack of wisdom.”,Terry Pratchett,humor
1802,“To love oneself is the beginning of a lifelong romance.”,"Oscar Wilde,",love
1817,"“In the beginning there was nothing, which exploded.”","Terry Pratchett,",humor
1841,“Beautiful face. Beautiful body. Horrible attitude. It was the holy trinity of hot boys.”,"Jennifer L. Armentrout,",humor
1852,“What's the good of living if you don't try a few things?”,Charles M. Schulz,humor
1855,“The happiness of your life depends upon the quality of your thoughts.”,"Marcus Aurelius,",happiness
1861,"“Learn to value yourself, which means: fight for your happiness.”",Ayn Rand,happiness
1903,"“Go on with what your heart tells you, or you will lose all.”","Rick Riordan,",inspirational
1923,"“From there to here, from here to there, funny things are everywhere!”","Dr. Seuss,",humor
1932,“My library is an archive of longings.”,"Susan Sontag,",books
1939,“Happiness is holding someone in your arms and knowing you hold the whole world.”,"Orhan Pamuk,",happiness
1977,“A word after a word after a word is power.”,Margaret Atwood,writing
1981,“Try a little harder to be a little better.”,Gordon B. Hinckley,inspirational
1993,“Even strength must bow to wisdom sometimes.”,"Rick Riordan,",inspirational
2040,“Ask not what you can do for your country. Ask whatâ€™s for lunch.”,Orson Welles,humor
2112,“Tears are words that need to be written.”,Paulo Coelho,inspirational
2120,“I must learn to be content with being happier than I deserve.”,"Jane Austen,",happiness
2147,“Don't let the bastards grind you down.”,"Margaret Atwood,",inspirational
2162,“I like flaws. I think they make things interesting.”,"Sarah Dessen,",life
2176,“One wordFrees us of all the weight and pain of life:That word is love.”,Sophocles,love
2178,“Thinking something does not make it true. Wanting something does not make it real.”,"Michelle Hodkin,",truth
2180,"“We're staying together,"" he promised. ""You're not getting away from me. Never again.”","Rick Riordan,",love
2197,“You can make anything by writing.”,C.S. Lewis,writing
2207,“Black holes are where God divided by zero.”,Albert Einstein,humor
2227,"“Some people have a way with words, and other people...oh, uh, not have way.”",Steve Martin,humor
2232,"“I've lived through some terrible things in my life, some of which actually happened.”",Mark Twain,humor
2260,"“The more one judges, the less one loves.”","HonorÃ© de Balzac,",love
2261,“Better a cruel truth than a comfortable delusion.”,Edward Abbey,truth
2267,“A smile is a curve that sets everything straight.”,Phyllis Diller,humor
2325,“The truth will set you free. But not until it is finished with you.”,"David Foster Wallace,",truth
2368,"“Atticus, he was real nice.""""Most people are, Scout, when you finally see them.”","Harper Lee,",inspirational
2416,“Man only likes to count his troubles; he doesn't calculate his happiness.”,"Fyodor Dostoevsky,",happiness
2418,“The best way to cheer yourself is to try to cheer someone else up.”,Mark Twain,happiness
2466,“I have nothing to declare except my genius.”,Oscar Wilde,humor
2481,“Trees that are slow to grow bear the best fruit.”,Moliere,inspirational
2501,“Books are no more threatened by Kindle than stairs by elevators.”,Stephen Fry,books
2580,“I'm happy. Which often looks like crazy.”,"David Henry Hwang,",happiness
2585,“Life is either a daring adventure or nothing at all.”,"Helen Keller,",life
2611,“Keep your face always toward the sunshine - and shadows will fall behind you.”,Walt Whitman,inspirational
2622,“Nothing takes the taste out of peanut butter quite like unrequited love.”,Charles M. Schulz,humor
2640,"“Shoot for the moon. Even if you miss, you'll land among the stars.”",Norman Vincent Peale,inspirational
2658,"“Women want love to be a novel. Men, a short story.”",Daphne du Maurier,writing
2694,"“Luxury is not a necessity to me, but beautiful and good things are.”",Anais Nin,life
2724,"“The things we love destroy us every time, lad. Remember that.”","George R.R. Martin,",love
2730,“Humor is reason gone mad.”,Groucho Marx,humor
2745,"“This is where it all begins. Everything starts here, today.”","David Nicholls,",love
2760,"“Five exclamation marks, the sure sign of an insane mind.”","Terry Pratchett,",books
2784,“Literature is a luxury; fiction is a necessity.”,G.K. Chesterton,books
2801,“To lose balance sometimes for love is part of living a balancedlife.”,"Elizabeth Gilbert,",love
2807,“Ask for what you want and be prepared to get it!”,Maya Angelou,inspirational
2841,"“Life doesn't imitate art, it imitates bad television.”",Woody Allen,life
2875,“It crosses my mind that Cinna's calm and normal demeanor masks a complete madman.”,"Suzanne Collins,",humor
2902,"“People, generally, suck.”","Christopher Moore,",humor
